지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
106,동해,2023-02-05 19:00,5.1,,1.4,36,,,,0
106,동해,2023-02-05 20:00,5,,1.2,36,,,,0
106,동해,2023-02-05 21:00,4,,1.2,39,,,,0
106,동해,2023-02-05 22:00,3.1,,1,42,,,,0
106,동해,2023-02-05 23:00,3.4,,1.2,45,,,,2
106,동해,2023-02-06 00:00,2.8,,1.6,48,,,,6
106,동해,2023-02-06 01:00,3.4,,1.5,47,,,,5
106,동해,2023-02-06 02:00,2.7,,1.1,48,,,,6
106,동해,2023-02-06 03:00,3.2,,1.6,48,,,,5
106,동해,2023-02-06 04:00,3.1,,1.6,46,,,,0
106,동해,2023-02-06 05:00,2.7,,1.7,44,,,,0
106,동해,2023-02-06 06:00,2.2,,2.4,42,,,,0
106,동해,2023-02-06 07:00,1.7,,2.1,43,,,,2
106,동해,2023-02-06 08:00,2.1,,1.8,42,.2,,,1
106,동해,2023-02-06 09:00,5,,1.2,38,1,,,0
106,동해,2023-02-06 10:00,7.8,,1.1,30,1,,,6
106,동해,2023-02-06 11:00,9.3,,1.2,22,1,,,4
106,동해,2023-02-06 12:00,10.3,,2,35,1,,,2
106,동해,2023-02-06 13:00,10.2,,3,37,1,,,6
106,동해,2023-02-06 14:00,10.4,,2.7,32,1,,,7
106,동해,2023-02-06 15:00,10.4,,2.1,40,1,,,6
106,동해,2023-02-06 16:00,9.7,,1.6,40,.8,,,7
106,동해,2023-02-06 17:00,9.2,,1,43,0,,,8
106,동해,2023-02-06 18:00,8.1,,1.1,52,0,,,6
106,동해,2023-02-06 19:00,7.3,,1,50,,,,6
106,동해,2023-02-06 20:00,6.8,,.7,47,,,,6
106,동해,2023-02-06 21:00,4.7,,1.8,52,,,,8
106,동해,2023-02-06 22:00,4.1,,1.6,54,,,,6
106,동해,2023-02-06 23:00,3.1,,1.7,57,,,,6
106,동해,2023-02-07 00:00,3,,2.4,51,,,,0
106,동해,2023-02-07 01:00,2.7,,1.8,49,,,,0
106,동해,2023-02-07 02:00,1.7,,1.6,56,,,,0
106,동해,2023-02-07 03:00,1.2,,1.7,58,,,,1
106,동해,2023-02-07 04:00,1,,1.6,62,,,,0
106,동해,2023-02-07 05:00,6.3,,2.4,57,,,,5
106,동해,2023-02-07 06:00,5.9,,2.3,62,,,,6
106,동해,2023-02-07 07:00,5.4,,2.1,67,,,,6
106,동해,2023-02-07 08:00,5.1,,1.4,70,0,,,5
106,동해,2023-02-07 09:00,5.3,,1.1,68,0,,,6
106,동해,2023-02-07 10:00,6.6,,3.1,64,.8,,,7
106,동해,2023-02-07 11:00,7.5,,3.1,58,.4,,,7
106,동해,2023-02-07 12:00,8.3,,3.1,55,.7,,,7
106,동해,2023-02-07 13:00,6.9,,4.6,60,.4,,,8
106,동해,2023-02-07 14:00,7.4,,5.3,61,.1,,,7
106,동해,2023-02-07 15:00,7.4,,3.9,62,.4,,,9
106,동해,2023-02-07 16:00,7,,3.5,59,0,,,9
106,동해,2023-02-07 17:00,6.6,,3.5,60,0,,,8
106,동해,2023-02-07 18:00,6,,2.5,64,0,,,6
106,동해,2023-02-07 19:00,5.3,,1.9,67,,,,7
106,동해,2023-02-07 20:00,4.9,,1.4,69,,,,8
106,동해,2023-02-07 21:00,4.8,,1,69,,,,7
106,동해,2023-02-07 22:00,3.8,,.7,72,,,,6
106,동해,2023-02-07 23:00,3.9,,1.1,74,,,,5
106,동해,2023-02-08 00:00,2.3,,1.3,80,,,,3
106,동해,2023-02-08 01:00,2,,1.4,80,,,,6
106,동해,2023-02-08 02:00,.9,,1.3,85,,,,0
106,동해,2023-02-08 03:00,.7,,1.5,86,,,,2
106,동해,2023-02-08 04:00,.3,,.9,89,,,,5
106,동해,2023-02-08 05:00,.2,,2.1,91,,,,0
106,동해,2023-02-08 06:00,.4,,2,85,,,,0
106,동해,2023-02-08 07:00,.6,,2.2,82,,,,1
106,동해,2023-02-08 08:00,-.1,,1.2,85,0,,,1
106,동해,2023-02-08 09:00,2.6,,1.1,74,1,,,0
106,동해,2023-02-08 10:00,6.4,,2.4,60,1,,,1
106,동해,2023-02-08 11:00,6.9,,3.8,57,1,,,1
106,동해,2023-02-08 12:00,7.2,,4.7,56,1,,,0
106,동해,2023-02-08 13:00,7.8,,4.1,52,1,,,1
106,동해,2023-02-08 14:00,7.2,,3.7,55,1,,,2
106,동해,2023-02-08 15:00,7.1,,4.3,58,.7,,,4
106,동해,2023-02-08 16:00,6.5,,4.3,57,.4,,,3
106,동해,2023-02-08 17:00,6.1,,2.5,59,.4,,,1
106,동해,2023-02-08 18:00,5.3,,2.6,65,0,,,1
106,동해,2023-02-08 19:00,4.5,,1.3,68,,,,0
106,동해,2023-02-08 20:00,3.2,,1.2,71,,,,0
106,동해,2023-02-08 21:00,2.5,,1.9,76,,,,0
106,동해,2023-02-08 22:00,1.7,,2.2,79,,,,0
106,동해,2023-02-08 23:00,1.5,,1.9,81,,,,0
106,동해,2023-02-09 00:00,1.2,,2.5,83,,,,0
106,동해,2023-02-09 01:00,-.1,,1.5,86,,,,0
106,동해,2023-02-09 02:00,-.5,,2.3,85,,,,0
106,동해,2023-02-09 03:00,-.1,,2.4,75,,,,4
106,동해,2023-02-09 04:00,-1,,1.9,72,,,,5
106,동해,2023-02-09 05:00,-.6,,1.7,68,,,,6
106,동해,2023-02-09 06:00,.2,,1.7,65,,,,6
106,동해,2023-02-09 07:00,.7,,1.5,64,,,,8
106,동해,2023-02-09 08:00,2.4,,1.4,61,0,,,4
106,동해,2023-02-09 09:00,3.5,,1.2,59,1,,,5
106,동해,2023-02-09 10:00,5.5,,2.4,51,1,,,4
106,동해,2023-02-09 11:00,6.6,,4.4,49,1,,,6
106,동해,2023-02-09 12:00,6.4,,4,50,.8,,,5
106,동해,2023-02-09 13:00,6.7,,2.3,49,.4,,,8
106,동해,2023-02-09 14:00,6.7,,2.9,54,.6,,,7
106,동해,2023-02-09 15:00,6.5,,2.4,55,.1,,,7
106,동해,2023-02-09 16:00,6.1,,2,61,0,,,7
106,동해,2023-02-09 17:00,5.9,,1.3,64,0,,,8
106,동해,2023-02-09 18:00,5.4,.1,1.7,66,0,,,10
106,동해,2023-02-09 19:00,5.1,,.9,68,,,,10
106,동해,2023-02-09 20:00,5.2,,.9,68,,,,10
106,동해,2023-02-09 21:00,4.9,,.9,69,,,,10
106,동해,2023-02-09 22:00,5,,.2,69,,,,10
106,동해,2023-02-09 23:00,4.7,,.9,70,,,,10
106,동해,2023-02-10 00:00,3.9,.3,.2,83,,,,10
106,동해,2023-02-10 01:00,3.9,,.3,95,,,,10
106,동해,2023-02-10 02:00,3.5,,.6,98,,,,10
106,동해,2023-02-10 03:00,3.4,2.6,.5,99,,,,10
106,동해,2023-02-10 04:00,2.9,,.4,99,,,,10
106,동해,2023-02-10 05:00,3.5,,1.1,99,,,,10
106,동해,2023-02-10 06:00,3.4,1.4,1.1,99,,,,10
106,동해,2023-02-10 07:00,3.3,,.6,99,,,,10
106,동해,2023-02-10 08:00,3.4,,1.8,99,0,,,9
106,동해,2023-02-10 09:00,3.9,1.1,2,99,0,,,8
106,동해,2023-02-10 10:00,4.4,,1.5,98,0,,,8
106,동해,2023-02-10 11:00,5.5,,2.5,94,0,,,7
106,동해,2023-02-10 12:00,5.9,.5,2.2,84,.2,,,8
106,동해,2023-02-10 13:00,6.2,,3.5,79,0,,,9
106,동해,2023-02-10 14:00,6.5,,3.2,77,0,,,9
106,동해,2023-02-10 15:00,5.7,,3.5,81,0,,,9
106,동해,2023-02-10 16:00,5.7,,1.8,80,0,,,9
106,동해,2023-02-10 17:00,5.8,,1.8,80,0,,,9
106,동해,2023-02-10 18:00,5.1,,2.5,81,0,,,6
106,동해,2023-02-10 19:00,4.9,,1.7,82,,,,8
106,동해,2023-02-10 20:00,4.7,,.8,83,,,,6
106,동해,2023-02-10 21:00,3.8,,1.5,91,,,,0
106,동해,2023-02-10 22:00,2.4,,1.2,93,,,,0
106,동해,2023-02-10 23:00,2,,1.4,95,,,,0
106,동해,2023-02-11 00:00,1.5,,1.5,98,,,,0
106,동해,2023-02-11 01:00,1,,1.6,99,,,,0
106,동해,2023-02-11 02:00,.6,,1.8,99,,,,0
106,동해,2023-02-11 03:00,.6,,1.5,99,,,,0
106,동해,2023-02-11 04:00,.9,,1.8,97,,,,0
106,동해,2023-02-11 05:00,.5,,1.6,89,,,,0
106,동해,2023-02-11 06:00,.9,,1.8,87,,,,0
106,동해,2023-02-11 07:00,.5,,2.2,88,,,,0
106,동해,2023-02-11 08:00,.6,,1,87,.1,,,6
106,동해,2023-02-11 09:00,2.6,,1.2,78,.4,,,6
106,동해,2023-02-11 10:00,5.4,,1.2,66,1,,,6
106,동해,2023-02-11 11:00,8.7,,1.1,56,1,,,6
106,동해,2023-02-11 12:00,8.9,,2.2,60,1,,,6
106,동해,2023-02-11 13:00,10.2,,2.2,58,1,,,6
106,동해,2023-02-11 14:00,9.4,,3.3,64,.8,,,9
106,동해,2023-02-11 15:00,10,,4.4,65,.5,,,8
106,동해,2023-02-11 16:00,9.9,,2.7,66,.6,,,9
106,동해,2023-02-11 17:00,9.8,,1.4,68,0,,,9
106,동해,2023-02-11 18:00,8.8,,1.4,70,0,,,10
106,동해,2023-02-11 19:00,8.2,,.4,66,,,,7
106,동해,2023-02-11 20:00,6.6,,2.1,72,,,,0
106,동해,2023-02-11 21:00,4.7,,1.6,73,,,,0
106,동해,2023-02-11 22:00,3.8,,1.7,71,,,,0
106,동해,2023-02-11 23:00,3.7,,2.7,65,,,,0
106,동해,2023-02-12 00:00,3.5,,1.6,59,,,,0
106,동해,2023-02-12 01:00,4.5,,2,51,,,,0
106,동해,2023-02-12 02:00,4.6,,1.8,45,,,,0
106,동해,2023-02-12 03:00,5.3,,1.3,36,,,,0
106,동해,2023-02-12 04:00,4.6,,2.6,42,,,,0
106,동해,2023-02-12 05:00,4.2,,2.5,38,,,,0
106,동해,2023-02-12 06:00,4.9,,2.6,35,,,,0
106,동해,2023-02-12 07:00,5.1,,2.6,32,,,,0
106,동해,2023-02-12 08:00,5.3,,1.4,34,0,,,6
106,동해,2023-02-12 09:00,5,,1.4,46,.2,,,8
106,동해,2023-02-12 10:00,8.2,,.6,37,.6,,,8
106,동해,2023-02-12 11:00,9,,2.9,62,.6,,,9
106,동해,2023-02-12 12:00,8.6,,4.1,61,0,,,9
106,동해,2023-02-12 13:00,8.8,,4.9,56,.2,,,9
106,동해,2023-02-12 14:00,8.2,,5.9,58,.7,,,8
106,동해,2023-02-12 15:00,7.9,,5.3,62,0,,,10
106,동해,2023-02-12 16:00,7.6,,4.3,62,0,,,10
106,동해,2023-02-12 17:00,7.2,,3.4,63,0,,,10
106,동해,2023-02-12 18:00,7.1,,1.2,60,0,,,10
106,동해,2023-02-12 19:00,7.2,,1.4,59,,,,10
106,동해,2023-02-12 20:00,7.5,,2.3,65,,,,10
106,동해,2023-02-12 21:00,6.9,0,2.2,79,,,,9
106,동해,2023-02-12 22:00,7.4,,3.8,78,,,,10
106,동해,2023-02-12 23:00,6.8,,4.1,81,,,,10
106,동해,2023-02-13 00:00,6.7,.2,3,82,,,,10
106,동해,2023-02-13 01:00,6.3,,3,84,,,,10
106,동해,2023-02-13 02:00,6.4,,2,80,,,,10
106,동해,2023-02-13 03:00,6.6,.4,2.6,67,,,,10
106,동해,2023-02-13 04:00,7,,2.9,62,,,,10
106,동해,2023-02-13 05:00,6.9,,3,58,,,,10
106,동해,2023-02-13 06:00,6.8,0,4.1,62,,,,10
106,동해,2023-02-13 07:00,6.6,,3,60,,,,10
106,동해,2023-02-13 08:00,6.7,,3,68,0,,,10
106,동해,2023-02-13 09:00,6.3,0,3.8,69,0,,,10
106,동해,2023-02-13 10:00,6.2,,2.5,66,0,,,10
106,동해,2023-02-13 11:00,5.8,,3.4,68,0,,,10
106,동해,2023-02-13 12:00,5.5,0,3.2,70,0,,,10
106,동해,2023-02-13 13:00,4.2,,1.5,83,0,,,10
106,동해,2023-02-13 14:00,3.4,,1.9,91,0,,,9
106,동해,2023-02-13 15:00,3.3,1.6,1.4,97,0,,,9
106,동해,2023-02-13 16:00,3.8,,3.3,89,0,,,10
106,동해,2023-02-13 17:00,1.7,,2,98,0,,,10
106,동해,2023-02-13 18:00,1.6,5.9,1.5,99,0,,,10
106,동해,2023-02-13 19:00,1.3,,1,99,0,,,9
106,동해,2023-02-13 20:00,1.4,,1.5,99,,,,8
106,동해,2023-02-13 21:00,1.5,5.4,1.4,99,,,,8
106,동해,2023-02-13 22:00,1.6,,1.2,99,,,,8
106,동해,2023-02-13 23:00,1.8,,1.7,99,,,,8
106,동해,2023-02-14 00:00,1.9,1.8,1.3,99,,,,0
106,동해,2023-02-14 01:00,2,,1.2,99,,,,8
106,동해,2023-02-14 02:00,1.7,,.1,99,,,,9
106,동해,2023-02-14 03:00,1.6,2.1,0,99,,,,10
106,동해,2023-02-14 04:00,1.4,,.7,99,,,,8
106,동해,2023-02-14 05:00,1.2,,1.4,99,,,,8
106,동해,2023-02-14 06:00,1.5,.2,1.2,99,,,,9
106,동해,2023-02-14 07:00,1.3,,.8,99,,,,9
106,동해,2023-02-14 08:00,1.8,,1.2,99,0,,,8
106,동해,2023-02-14 09:00,2.7,0,1.9,99,0,,,9
106,동해,2023-02-14 10:00,3.5,,3.6,83,.5,,,8
106,동해,2023-02-14 11:00,2.9,,3.7,75,1,,,8
106,동해,2023-02-14 12:00,1.1,.2,4.3,90,.1,,,10
106,동해,2023-02-14 13:00,.9,,2.8,97,0,,,10
106,동해,2023-02-14 14:00,1,,3.9,93,0,,,8
106,동해,2023-02-14 15:00,1.7,3.4,4,76,.8,,,10
106,동해,2023-02-14 16:00,1.9,,3.4,67,.8,,,9
106,동해,2023-02-14 17:00,1.6,,2.9,61,0,,,10
106,동해,2023-02-14 18:00,1.2,,2.7,63,0,,,9
106,동해,2023-02-14 19:00,1.2,,1.6,60,0,,,9
106,동해,2023-02-14 20:00,.9,,2.6,62,,,,9
106,동해,2023-02-14 21:00,-.1,.7,1.6,80,,,,10
106,동해,2023-02-14 22:00,-.4,,.8,84,,,,9
106,동해,2023-02-14 23:00,-.6,,1.1,89,,,,9
106,동해,2023-02-15 00:00,-.2,.8,1,93,,,,8
106,동해,2023-02-15 01:00,.2,,1.9,92,,,,10
106,동해,2023-02-15 02:00,.6,,1.8,80,,,,10
106,동해,2023-02-15 03:00,.9,0,1.1,72,,,,10
106,동해,2023-02-15 04:00,-.4,,1.7,92,,,,10
106,동해,2023-02-15 05:00,-.7,,2.1,97,,,,10
106,동해,2023-02-15 06:00,-.5,1.9,1,98,,,,5
106,동해,2023-02-15 07:00,0,,2.1,97,,,,10
106,동해,2023-02-15 08:00,0,,1.5,99,0,,,10
106,동해,2023-02-15 09:00,.2,4.5,.6,99,0,,,10
106,동해,2023-02-15 10:00,.3,,1.6,99,0,,,10
106,동해,2023-02-15 11:00,.6,,.6,99,0,,15.3,10
106,동해,2023-02-15 12:00,.7,8.4,.8,99,0,,17.5,10
106,동해,2023-02-15 13:00,1,,.4,99,0,,20.2,10
106,동해,2023-02-15 14:00,.7,,2,99,0,,20.1,10
106,동해,2023-02-15 15:00,.9,4.8,.7,99,0,,20,10
106,동해,2023-02-15 16:00,.8,,1.2,99,0,,19.9,10
106,동해,2023-02-15 17:00,1,,.4,99,0,,19.6,10
106,동해,2023-02-15 18:00,.9,1.7,.3,99,0,,18.9,10
106,동해,2023-02-15 19:00,.6,,.7,99,0,,18.3,9
106,동해,2023-02-15 20:00,.7,,.8,99,,,18.5,8
106,동해,2023-02-15 21:00,.7,1.5,1,99,,,19.1,10
106,동해,2023-02-15 22:00,.7,,.5,99,,,19.2,10
106,동해,2023-02-15 23:00,.6,,.5,99,,,18.9,9
106,동해,2023-02-16 00:00,.8,.6,1.4,99,,,18.6,8
106,동해,2023-02-16 01:00,-.1,,.7,99,,,18.4,7
106,동해,2023-02-16 02:00,-.7,,.9,99,,,18.2,6
106,동해,2023-02-16 03:00,-1.1,,1.3,99,,,18,6
106,동해,2023-02-16 04:00,-.5,,1.4,99,,,17.9,7
106,동해,2023-02-16 05:00,0,,1.9,95,,,17.7,8
106,동해,2023-02-16 06:00,-.4,,1.2,91,,,17.7,7
106,동해,2023-02-16 07:00,-1.4,,1.6,94,,,17.5,4
106,동해,2023-02-16 08:00,-.4,,1.8,91,.4,,17.4,3
106,동해,2023-02-16 09:00,1.3,,1.9,85,1,,17.2,3
106,동해,2023-02-16 10:00,3.5,,1.8,73,1,,17,0
106,동해,2023-02-16 11:00,5.7,,1,68,1,,16.2,0
106,동해,2023-02-16 12:00,5.2,,.8,72,.8,,14.8,4
106,동해,2023-02-16 13:00,5.7,,1.1,68,.4,,13.3,8
106,동해,2023-02-16 14:00,7,,1.5,64,1,,11.1,4
106,동해,2023-02-16 15:00,7.1,,2.6,50,1,,9.1,5
106,동해,2023-02-16 16:00,7.2,,2.7,45,1,,7.6,3
106,동해,2023-02-16 17:00,6.4,,2,47,.7,,7.1,0
106,동해,2023-02-16 18:00,5.1,,.9,49,0,,6.9,0
106,동해,2023-02-16 19:00,4.4,,1.5,50,0,,6.8,0
106,동해,2023-02-16 20:00,3.4,,1.6,53,,,6.8,0
106,동해,2023-02-16 21:00,4.2,,1.3,49,,,6.7,0
106,동해,2023-02-16 22:00,4.1,,.9,44,,,6.7,0
106,동해,2023-02-16 23:00,4.3,,2.3,42,,,6.6,0
106,동해,2023-02-17 00:00,3.6,,.4,47,,,6.6,1
106,동해,2023-02-17 01:00,3.2,,1.2,45,,,6.5,1
106,동해,2023-02-17 02:00,2.9,,.9,47,,,6.5,0
106,동해,2023-02-17 03:00,3.2,,2,45,,,6.5,4
106,동해,2023-02-17 04:00,3.8,,.8,42,,,6.5,6
106,동해,2023-02-17 05:00,3.5,,.9,44,,,6.5,6
106,동해,2023-02-17 06:00,3.6,,.9,45,,,6.5,6
106,동해,2023-02-17 07:00,3.5,,1.2,45,,,6.5,6
106,동해,2023-02-17 08:00,2.2,,2,52,0,,6.5,8
106,동해,2023-02-17 09:00,4.8,,1.7,45,.2,,6.3,6
106,동해,2023-02-17 10:00,5.9,,1.6,44,.4,,6.3,6
106,동해,2023-02-17 11:00,8.2,,1.3,38,.7,,6,6
106,동해,2023-02-17 12:00,8.8,,.1,34,.7,,5.6,6
106,동해,2023-02-17 13:00,9.1,,1.8,34,.9,,5.1,3
106,동해,2023-02-17 14:00,9.3,,1.8,37,1,,4.2,2
106,동해,2023-02-17 15:00,9.9,,1.7,39,1,,3.5,4
106,동해,2023-02-17 16:00,10,,1.9,40,1,,3.1,6
106,동해,2023-02-17 17:00,9.3,,1.9,41,.8,,2.9,5
106,동해,2023-02-17 18:00,8.7,,.6,44,0,,2.9,6
106,동해,2023-02-17 19:00,7.8,,1.1,48,0,,2.9,10
106,동해,2023-02-17 20:00,6.8,,1.1,51,,,2.9,9
106,동해,2023-02-17 21:00,5.7,,2.3,57,,,2.9,8
106,동해,2023-02-17 22:00,4.9,,1.8,62,,,2.8,6
106,동해,2023-02-17 23:00,4.3,,1.3,66,,,2.8,7
106,동해,2023-02-18 00:00,5.5,,1.8,58,,,2.8,7
106,동해,2023-02-18 01:00,5.2,,1.6,61,,,2.8,7
106,동해,2023-02-18 02:00,5.2,,1.7,56,,,2.8,9
106,동해,2023-02-18 03:00,6.3,,.3,47,,,2.7,10
106,동해,2023-02-18 04:00,5.8,,1.2,52,,,2.7,9
106,동해,2023-02-18 05:00,6.1,,.7,49,,,2.6,10
106,동해,2023-02-18 06:00,5.4,,1.9,58,,,2.5,10
106,동해,2023-02-18 07:00,5.2,,1.5,61,,,2.5,10
106,동해,2023-02-18 08:00,5,,1.4,66,0,,2.4,10
106,동해,2023-02-18 09:00,5.6,,1.3,61,0,,2.3,9
106,동해,2023-02-18 10:00,6.1,,1.6,61,0,,2.2,10
106,동해,2023-02-18 11:00,6.7,,1.1,58,0,,2.1,10
106,동해,2023-02-18 12:00,9,,.5,45,0,,1.9,9
106,동해,2023-02-18 13:00,9.9,,.5,45,0,,1.6,10
106,동해,2023-02-18 14:00,9.5,,.7,51,0,,1.4,10
106,동해,2023-02-18 15:00,9,,1,54,0,,1.2,10
106,동해,2023-02-18 16:00,9.2,,.1,55,0,,1.1,
106,동해,2023-02-18 17:00,9,,0,60,0,,1,9
106,동해,2023-02-18 18:00,8.3,,.9,63,0,,.9,10
106,동해,2023-02-18 19:00,8.2,,.3,63,0,,.8,10
106,동해,2023-02-18 20:00,7.5,,.4,67,,,.8,10
106,동해,2023-02-18 21:00,7.2,,1.1,69,,,.8,10
106,동해,2023-02-18 22:00,7.7,,1.1,64,,,.7,10
106,동해,2023-02-18 23:00,7.2,,.4,68,,,.6,9
106,동해,2023-02-19 00:00,8,,.9,66,,,.5,9
106,동해,2023-02-19 01:00,9.1,,2,38,,,.4,9
106,동해,2023-02-19 02:00,9.1,,4,38,,,.4,9
106,동해,2023-02-19 03:00,8.9,,3.8,39,,,.3,9
106,동해,2023-02-19 04:00,8.7,,3.6,35,,,.3,9
106,동해,2023-02-19 05:00,8.5,,2.8,34,,,.2,9
106,동해,2023-02-19 06:00,8.3,,2.2,39,,,,9
106,동해,2023-02-19 07:00,8,,1.1,44,,,,4
106,동해,2023-02-19 08:00,8.1,,1.8,48,.2,,,2
106,동해,2023-02-19 09:00,8.6,,2.7,50,1,,,6
106,동해,2023-02-19 10:00,8.8,,2.8,48,.7,,,6
106,동해,2023-02-19 11:00,10.5,,2.7,42,1,,,1
106,동해,2023-02-19 12:00,11.1,,3.8,39,1,,,1
106,동해,2023-02-19 13:00,10.9,,5.2,33,1,,,0
106,동해,2023-02-19 14:00,11.5,,3.8,30,1,,,0
106,동해,2023-02-19 15:00,11.1,,3.7,30,1,,,1
106,동해,2023-02-19 16:00,10.6,,3.9,32,1,,,0
106,동해,2023-02-19 17:00,9.9,,3.3,31,.9,,,0
106,동해,2023-02-19 18:00,8.5,,2.4,32,0,,,0
106,동해,2023-02-19 19:00,7.7,,2.7,29,0,,,0
106,동해,2023-02-19 20:00,7,,5.2,23,,,,0
106,동해,2023-02-19 21:00,5.9,,3.3,24,,,,0
106,동해,2023-02-19 22:00,5.2,,3.4,23,,,,0
106,동해,2023-02-19 23:00,4.5,,2.8,22,,,,0
106,동해,2023-02-20 00:00,4.1,,3.3,22,,,,1
106,동해,2023-02-20 01:00,3.8,,3.5,22,,,,0
106,동해,2023-02-20 02:00,3.4,,2.7,24,,,,0
106,동해,2023-02-20 03:00,3.1,,2.9,26,,,,0
106,동해,2023-02-20 04:00,2.4,,2.2,29,,,,0
106,동해,2023-02-20 05:00,1.6,,1.7,31,,,,1
106,동해,2023-02-20 06:00,1.7,,2,32,,,,0
106,동해,2023-02-20 07:00,1.5,,2.4,34,,,,0
106,동해,2023-02-20 08:00,2.3,,1.6,35,.5,,,1
106,동해,2023-02-20 09:00,3.9,,1.9,31,1,,,0
106,동해,2023-02-20 10:00,4.6,,3.9,24,1,,,0
106,동해,2023-02-20 11:00,5.2,,3.9,17,1,,,0
106,동해,2023-02-20 12:00,5.6,,3.9,16,1,,,0
106,동해,2023-02-20 13:00,5.9,,4.1,14,1,,,0
106,동해,2023-02-20 14:00,6.9,,2.9,15,1,,,0
106,동해,2023-02-20 15:00,6.9,,3.9,13,1,,,2
106,동해,2023-02-20 16:00,3.9,,6.8,47,1,,,5
106,동해,2023-02-20 17:00,3,,5.4,45,1,,,5
106,동해,2023-02-20 18:00,2.5,,4.5,47,.1,,,6
106,동해,2023-02-20 19:00,2.4,,3.1,44,0,,,7
106,동해,2023-02-20 20:00,2.1,,2.9,41,,,,7
106,동해,2023-02-20 21:00,1.6,,2.7,40,,,,8
106,동해,2023-02-20 22:00,1.5,,3,35,,,,8
106,동해,2023-02-20 23:00,1.2,,2.3,31,,,,8
106,동해,2023-02-21 00:00,.8,,2.7,29,,,,6
106,동해,2023-02-21 01:00,.7,,3.6,30,,,,5
106,동해,2023-02-21 02:00,.3,,3,33,,,,6
106,동해,2023-02-21 03:00,.1,,3.9,35,,,,4
106,동해,2023-02-21 04:00,-.2,,4,38,,,,5
106,동해,2023-02-21 05:00,-.5,,3.3,39,,,,6
106,동해,2023-02-21 06:00,-.8,,3.2,42,,,,5
106,동해,2023-02-21 07:00,-.8,,3,43,,,,6
106,동해,2023-02-21 08:00,-.4,,2.9,43,.3,,,7
106,동해,2023-02-21 09:00,.7,,3.1,42,1,,,7
106,동해,2023-02-21 10:00,2.2,,2,40,1,,,6
106,동해,2023-02-21 11:00,2.3,,3.9,38,1,,,6
106,동해,2023-02-21 12:00,2.4,,4.6,43,1,,,4
106,동해,2023-02-21 13:00,2.7,,3.7,43,1,,,2
106,동해,2023-02-21 14:00,3.1,,3.1,43,1,,,3
106,동해,2023-02-21 15:00,2.8,,2.5,43,1,,,3
106,동해,2023-02-21 16:00,3.1,,2.2,45,1,,,0
106,동해,2023-02-21 17:00,2.2,,1.3,48,1,,,0
106,동해,2023-02-21 18:00,1.4,,.7,54,.1,,,0
106,동해,2023-02-21 19:00,1.3,,.3,55,0,,,0
106,동해,2023-02-21 20:00,.2,,1.6,60,,,,0
106,동해,2023-02-21 21:00,-.6,,1.5,64,,,,0
106,동해,2023-02-21 22:00,-.8,,1.3,71,,,,0
106,동해,2023-02-21 23:00,-.6,,2.5,65,,,,3
106,동해,2023-02-22 00:00,-.8,,2.2,65,,,,1
106,동해,2023-02-22 01:00,-.5,,1.9,64,,,,0
106,동해,2023-02-22 02:00,-2,,1.3,71,,,,0
106,동해,2023-02-22 03:00,-2.6,,1.6,76,,,,0
106,동해,2023-02-22 04:00,-2.9,,1.6,74,,,,0
106,동해,2023-02-22 05:00,-1.5,,1.9,58,,,,0
106,동해,2023-02-22 06:00,-3,,1.4,66,,,,0
106,동해,2023-02-22 07:00,-2.3,,1.4,67,,,,0
106,동해,2023-02-22 08:00,-.9,,1.8,59,.6,,,0
106,동해,2023-02-22 09:00,3.1,,1.1,37,1,,,0
106,동해,2023-02-22 10:00,5,,1.7,31,1,,,0
106,동해,2023-02-22 11:00,6.2,,2.1,35,1,,,3
106,동해,2023-02-22 12:00,7.9,,2.1,32,1,,,6
106,동해,2023-02-22 13:00,8.4,,2.5,36,1,,,0
106,동해,2023-02-22 14:00,8.3,,2.5,38,1,,,0
106,동해,2023-02-22 15:00,8.6,,3.8,37,1,,,6
106,동해,2023-02-22 16:00,8.5,,3.7,39,1,,,6
106,동해,2023-02-22 17:00,9.2,,3.3,45,1,,,6
106,동해,2023-02-22 18:00,8.5,,1,47,.2,,,6
106,동해,2023-02-22 19:00,7.8,,.6,42,0,,,9
106,동해,2023-02-22 20:00,7.2,,1.9,38,,,,10
106,동해,2023-02-22 21:00,7.1,,1.5,35,,,,10
106,동해,2023-02-22 22:00,7.1,,1.3,32,,,,10
106,동해,2023-02-22 23:00,6.4,,1.4,33,,,,10
106,동해,2023-02-23 00:00,6.6,,.9,38,,,,10
106,동해,2023-02-23 01:00,7.9,,2,40,,,,9
106,동해,2023-02-23 02:00,7.4,,2.9,37,,,,5
106,동해,2023-02-23 03:00,6.4,,.4,41,,,,0
106,동해,2023-02-23 04:00,5.3,,1.8,37,,,,0
106,동해,2023-02-23 05:00,4.6,,.6,43,,,,3
106,동해,2023-02-23 06:00,4.4,,1.7,36,,,,0
106,동해,2023-02-23 07:00,5,,1,33,,,,0
106,동해,2023-02-23 08:00,5.6,,.7,35,.5,,,0
106,동해,2023-02-23 09:00,7.3,,1.2,36,1,,,0
106,동해,2023-02-23 10:00,9.5,,1.2,32,1,,,0
106,동해,2023-02-23 11:00,9.8,,1.8,35,1,,,0
